,Tweets,Happiness,Anger,Fear,Sadness,Disgust,Sentiment
348,is placement equitable alex developed interactive using,0.2,0.2,0.2,0.2,0.2,Neutral
349,started first umbcalumni,0.2,0.2,0.2,0.2,0.2,Neutral
350,done exact natural professor,0.810000,0.345000,0.370000,0.352500,0.335000,Happiness
351,allows communicate easily,0.2,0.2,0.2,0.2,0.2,Neutral
352,human working,0.2,0.2,0.2,0.2,0.2,Neutral
353,happy introduce new serve mit academic,0.073125,0.016875,0.017344,0.018281,0.017188,Happiness
354,come kresge bunny swaddled playful cuddly ar,1.795000,0.605000,0.640000,0.655000,0.620000,Happiness
355,effective frankly leastcost decarbonizing includes n,0.2,0.2,0.2,0.2,0.2,Neutral
356,uncovering hidden,0.2,0.2,0.2,0.2,0.2,Neutral
357,raised adoptive last discovered previously unk,0.2,0.2,0.2,0.2,0.2,Neutral
358,friendly faces fall fair hosting instagram,1.340000,0.524792,0.527292,0.546250,0.492708,Happiness
359,using cloud donated ibm leschinsky,0.2,0.2,0.2,0.2,0.2,Neutral
360,womens salem,0.2,0.2,0.2,0.2,0.2,Neutral
361,mit deciphered first ringing infant black produces,1.018125,0.471250,0.562500,0.475000,0.417500,Happiness
362,worked lamborghini develop new giving sian,0.2,0.2,0.2,0.2,0.2,Neutral
363,using learning cardiovascular,0.000862,0.000415,0.000405,0.000371,0.000271,Happiness
364,major come new,0.2,0.2,0.2,0.2,0.2,Neutral
365,ross pioneering new study relates,0.2,0.2,0.2,0.2,0.2,Neutral
366,worms light,0.2,0.2,0.2,0.2,0.2,Neutral
367,includes overcame including,0.2,0.2,0.2,0.2,0.2,Neutral
368,holly perrigo known holly copytech human works i,0.2,0.2,0.2,0.2,0.2,Neutral
369,developed allows change exposed uv,0.2,0.2,0.2,0.2,0.2,Neutral
370,sophie first visiting scholar primary,1.775000,0.655000,0.640000,0.635000,0.545000,Happiness
371,spinal appears black indeed get black cooked,0.525208,0.282083,0.277500,0.263333,0.245000,Happiness
372,work protect human global relate,0.2,0.2,0.2,0.2,0.2,Neutral
373,predicted nonabelian aharonovbohm offer faulttolerant,0.2,0.2,0.2,0.2,0.2,Neutral
374,enable longerlasting betterfunctioning including breast biose,1.500000,0.590000,0.670000,0.655000,0.675000,Happiness
375,liquidbiopsy agricultural antibiot,0.2,0.2,0.2,0.2,0.2,Neutral
376,welcomed new recent seyvos respective genetic,2.040000,0.750000,0.790000,0.720000,0.615000,Happiness
377,less minute,0.2,0.2,0.2,0.2,0.2,Neutral
378,mits task recommends investing ensure ab,0.720000,0.330000,0.502500,0.325000,0.300000,Happiness
379,urop reilly math learning improve natural,0.217644,0.084444,0.092359,0.084854,0.077962,Happiness
380,helping older dealing using immersive,0.2,0.2,0.2,0.2,0.2,Neutral
381,want question launched,0.2,0.2,0.2,0.2,0.2,Neutral
382,regarding preliminary,0.2,0.2,0.2,0.2,0.2,Neutral
383,developed understand fake,0.2,0.2,0.2,0.2,0.2,Neutral
384,mindhandheart supported check see delicious created,0.2,0.2,0.2,0.2,0.2,Neutral
385,develop multimaterial dprinted embedded used,0.2,0.2,0.2,0.2,0.2,Neutral
386,analyzes change,0.2,0.2,0.2,0.2,0.2,Neutral
387,enjoying backward,0.2,0.2,0.2,0.2,0.2,Neutral
388,forbes increased impact,0.2,0.2,0.2,0.2,0.2,Neutral
389,extend begin saving never arrive,0.882500,0.307500,0.370000,0.332500,0.257500,Happiness
390,hearing respond differently,0.2,0.2,0.2,0.2,0.2,Neutral
391,delta v encouragement,0.2,0.2,0.2,0.2,0.2,Neutral
392,given personal educational professional going,1.635000,1.120000,1.120000,1.125000,0.995000,Happiness
393,announced mit lab executive lead interim,0.2,0.2,0.2,0.2,0.2,Neutral
394,davidautor lreynoldsmitipc presenting initial,0.506250,0.157500,0.170000,0.168750,0.140000,Happiness
395,change creates new reprogrammable objects,0.2,0.2,0.2,0.2,0.2,Neutral
396,creating new nanoscale l tan,0.2,0.2,0.2,0.2,0.2,Neutral
397,uncovering ultimately involving,0.2,0.2,0.2,0.2,0.2,Neutral
398,regarding,0.2,0.2,0.2,0.2,0.2,Neutral
399,great first amazing,0.2,0.2,0.2,0.2,0.2,Neutral
400,grew st lucia islands hard,0.412500,0.555000,0.552500,0.437500,0.350000,Anger
401,interested growing,0.795000,0.355000,0.372500,0.347500,0.325000,Happiness
402,works provide appb,0.2,0.2,0.2,0.2,0.2,Neutral
403,exotic phenomenon observed first,0.2,0.2,0.2,0.2,0.2,Neutral
404,new dead reveals lost making parchment using modern analytical,0.406250,0.756875,1.009375,1.058750,0.603750,Sadness
405,regarding,0.2,0.2,0.2,0.2,0.2,Neutral
406,piezoelectric produce used flexible electronic,0.2,0.2,0.2,0.2,0.2,Neutral
407,including many prize fundamental,0.2,0.2,0.2,0.2,0.2,Neutral
408,finds forwardlooking trai,0.2,0.2,0.2,0.2,0.2,Neutral
409,comprehensive human digestive,0.2,0.2,0.2,0.2,0.2,Neutral
410,phd cultural,0.2,0.2,0.2,0.2,0.2,Neutral
411,learns optimally allocate cut save,0.332155,0.519618,0.570034,0.480448,0.454606,Fear
412,new designed bilingual like improve public,0.198000,0.064500,0.073500,0.062500,0.053000,Happiness
413,learn lab translating herbal remedies new,0.000108,0.000052,0.000051,0.000046,0.000034,Happiness
414,starts back amp many busy attending,0.2,0.2,0.2,0.2,0.2,Neutral
415,developed robotic multiple operate,0.2,0.2,0.2,0.2,0.2,Neutral
416,soft immune implanted,1.855000,0.575000,0.585000,0.625000,0.540000,Happiness
417,influences,0.2,0.2,0.2,0.2,0.2,Neutral
418,new nail,0.2,0.2,0.2,0.2,0.2,Neutral
419,first teams demo friday see w,0.2,0.2,0.2,0.2,0.2,Neutral
420,wondering start here good firstyear,0.955000,0.297500,0.351250,0.315000,0.290000,Happiness
421,created biggest yet nanotubes,0.2,0.2,0.2,0.2,0.2,Neutral
422,make,0.2,0.2,0.2,0.2,0.2,Neutral
423,spearhead,0.2,0.2,0.2,0.2,0.2,Neutral
424,september best luck,0.2,0.2,0.2,0.2,0.2,Neutral
425,certainly sweet social,0.057344,0.019219,0.025937,0.020313,0.016875,Happiness
426,second midway learn various,0.000054,0.000026,0.000025,0.000023,0.000017,Happiness
427,developed algorithm fleet autonomous change,0.2,0.2,0.2,0.2,0.2,Neutral
428,assistant puppy,1.105000,0.300000,0.325000,0.320000,0.292500,Happiness
429,prominent tend followed highly cited,0.2,0.2,0.2,0.2,0.2,Neutral
430,mechanical developed steerable actively glide narrow,0.2,0.2,0.2,0.2,0.2,Neutral
431,new harnesses used silicon key,0.263750,0.166250,0.156250,0.152500,0.141250,Happiness
432,happy steve,0.036562,0.008438,0.008672,0.009141,0.008594,Happiness
433,ultrathin dprinted convert,0.2,0.2,0.2,0.2,0.2,Neutral
434,learns optimally allocate cut save,0.166051,0.259796,0.285004,0.240212,0.227294,Fear
435,efficiently just ask sebastien,0.2,0.2,0.2,0.2,0.2,Neutral
436,honoring workofthefuture,0.129688,0.040625,0.041875,0.041875,0.040000,Happiness
437,black swallowing likely detected first according,0.021406,0.042813,0.045625,0.047500,0.032500,Sadness
438,developed highquality video multiple simultan,0.2,0.2,0.2,0.2,0.2,Neutral
439,first catch asteroid changing,0.2,0.2,0.2,0.2,0.2,Neutral
440,first spacex hyperloop,0.2,0.2,0.2,0.2,0.2,Neutral
441,machinelearning codeveloped speeds processing trad,0.2,0.2,0.2,0.2,0.2,Neutral
442,lending art provided enviab,0.428750,0.217500,0.196250,0.235000,0.205000,Happiness
443,takes first,0.2,0.2,0.2,0.2,0.2,Neutral
444,use new rapidly evaluate new compounds identify,0.2,0.2,0.2,0.2,0.2,Neutral
445,find substantial rust belt required,0.2,0.2,0.2,0.2,0.2,Neutral
446,magnetically controlled deliver clotreducing stroke,0.2,0.2,0.2,0.2,0.2,Neutral
447,build advanced,0.2,0.2,0.2,0.2,0.2,Neutral
448,countingso proud sharing,1.590000,0.775000,0.790000,0.645000,0.630000,Happiness
449,graduate intersection evolutionary,1.060000,0.282500,0.542500,0.450000,0.277500,Happiness
450,upcoming mentioned wburartery exhibits catching,0.2,0.2,0.2,0.2,0.2,Neutral
451,see prominent future using rubric developed,0.2,0.2,0.2,0.2,0.2,Neutral
452,advanced functional workshop held jointly affoa industrial new develops,0.2,0.2,0.2,0.2,0.2,Neutral
453,finds implementing,0.2,0.2,0.2,0.2,0.2,Neutral
454,warm welcome new,0.2,0.2,0.2,0.2,0.2,Neutral
455,urban mariana arcaya,0.2,0.2,0.2,0.2,0.2,Neutral
456,atmosphere around planet somewhat similar,0.2,0.2,0.2,0.2,0.2,Neutral
457,leading dedicated full whic,0.2,0.2,0.2,0.2,0.2,Neutral
458,selected atop preseason poll,0.2,0.2,0.2,0.2,0.2,Neutral
459,designing involves many test,0.2,0.2,0.2,0.2,0.2,Neutral
460,developed batteryfree allow real,0.2,0.2,0.2,0.2,0.2,Neutral
461,reveal middle,0.2,0.2,0.2,0.2,0.2,Neutral
462,creating,0.2,0.2,0.2,0.2,0.2,Neutral
463,telescope dark mysterious,0.905000,0.820000,1.535000,1.085000,0.630000,Fear
464,historian traveled ukraine,1.930000,0.610000,0.915000,0.645000,0.565000,Happiness
465,talked prof cathy took,0.2,0.2,0.2,0.2,0.2,Neutral
466,narang potential india reevaluating nuclear,0.2,0.2,0.2,0.2,0.2,Neutral
467,new finds caused lead,0.2,0.2,0.2,0.2,0.2,Neutral
468,best,0.2,0.2,0.2,0.2,0.2,Neutral
469,requires provides,0.2,0.2,0.2,0.2,0.2,Neutral
470,high participate free,2.180000,0.575000,0.665000,0.575000,0.545000,Happiness
471,shining creates fluorescent carbon nanotubes,0.2,0.2,0.2,0.2,0.2,Neutral
472,ally h spontaneously bought encourages,0.2,0.2,0.2,0.2,0.2,Neutral
473,katie onell mitbrainandcog major helping,0.2,0.2,0.2,0.2,0.2,Neutral
474,sunday yard swim,0.2,0.2,0.2,0.2,0.2,Neutral
475,new experimental identify produced help sc,0.2,0.2,0.2,0.2,0.2,Neutral
476,artificial help run far efficiently,0.2,0.2,0.2,0.2,0.2,Neutral
477,pose danger comes summertime,0.630000,1.160000,2.045000,1.195000,0.820000,Fear
478,hacking develop,0.2,0.2,0.2,0.2,0.2,Neutral
479,regarding epstein,0.2,0.2,0.2,0.2,0.2,Neutral
480,welcome amp come check cant say,0.2,0.2,0.2,0.2,0.2,Neutral
481,next meche graduate compete usacycling,0.530000,0.141250,0.271250,0.225000,0.138750,Happiness
482,developed algorithm used boston public designed,0.2,0.2,0.2,0.2,0.2,Neutral
483,developed smart electric improve urban,0.099000,0.032250,0.036750,0.031250,0.026500,Happiness
484,hello incoming were happy,0.018281,0.004219,0.004336,0.004570,0.004297,Happiness
485,whitehead find chemical contributes trafficking,0.2,0.2,0.2,0.2,0.2,Neutral
486,kicked fpop freshman bbq even including impossible plantba,0.805000,1.175000,0.890000,0.755000,0.730000,Anger
487,are participating gig want make extra spend forced,0.2,0.2,0.2,0.2,0.2,Neutral
488,firstyear fpops offered,0.2,0.2,0.2,0.2,0.2,Neutral
489,working finds even modest help reduce,1.305000,0.730000,0.700000,0.680000,0.650000,Happiness
490,boosting computing future,0.2,0.2,0.2,0.2,0.2,Neutral
491,design experiment,0.2,0.2,0.2,0.2,0.2,Neutral
492,whitehead find chemical contributes trafficking,0.2,0.2,0.2,0.2,0.2,Neutral
493,wanted deliver temporal developed noninvasive magnetic,0.2,0.2,0.2,0.2,0.2,Neutral
494,dear incoming attend,0.2,0.2,0.2,0.2,0.2,Neutral
495,river sailing sailing provides free,1.295000,0.471250,0.566250,0.476250,0.448750,Happiness
496,developed predict risk forecasting,0.2,0.2,0.2,0.2,0.2,Neutral
497,give fm follow,0.2,0.2,0.2,0.2,0.2,Neutral
498,atmosphere around planet somewhat similar,0.2,0.2,0.2,0.2,0.2,Neutral
499,unique improving human helping gain competitive,0.2,0.2,0.2,0.2,0.2,Neutral
500,learning describes creating learn,0.000007,0.000003,0.000003,0.000003,0.000002,Happiness
501,mit driverless placed third overall,0.2,0.2,0.2,0.2,0.2,Neutral
502,discusses startup allows myriad,0.2,0.2,0.2,0.2,0.2,Neutral
503,regarding schwarzman computing,0.2,0.2,0.2,0.2,0.2,Neutral
504,geomorphology expert ultimate shows teaching,0.2,0.2,0.2,0.2,0.2,Neutral
505,finds allows enter,0.2,0.2,0.2,0.2,0.2,Neutral
506,novel ionic store conventional electrolytes less catching,0.2,0.2,0.2,0.2,0.2,Neutral
507,genome form liquidlike appear boost particular,0.2,0.2,0.2,0.2,0.2,Neutral
508,believes found elixir extend human,0.2,0.2,0.2,0.2,0.2,Neutral
509,more renewable rust belt decrease attendant thus reducing,0.2,0.2,0.2,0.2,0.2,Neutral
510,empower factory developed augment,0.2,0.2,0.2,0.2,0.2,Neutral
511,public decided find best possible tackle,0.2,0.2,0.2,0.2,0.2,Neutral
512,powerful allowed discover represents complex,0.417500,0.200000,0.281250,0.160000,0.163750,Happiness
513,datamining dark astrophysical invisible universe,0.452500,0.410000,0.767500,0.542500,0.315000,Fear
514,mit uncover hidden topological bismuth sta,0.2,0.2,0.2,0.2,0.2,Neutral
515,designing building testing solarpowered,0.417500,0.310000,0.350000,0.297500,0.312500,Happiness
516,broadening engagement interns successful,1.070000,0.285000,0.407500,0.305000,0.275000,Happiness
517,shows human need detect determ,0.2,0.2,0.2,0.2,0.2,Neutral
518,demonstrates grid entirely renewable,0.2,0.2,0.2,0.2,0.2,Neutral
519,make,0.2,0.2,0.2,0.2,0.2,Neutral
520,high participate free,0.545000,0.143750,0.166250,0.143750,0.136250,Happiness
521,analyzes available warns open grapple,0.2,0.2,0.2,0.2,0.2,Neutral
522,steven frequent daily,0.2,0.2,0.2,0.2,0.2,Neutral
523,does views political opens new finds partisan,0.2,0.2,0.2,0.2,0.2,Neutral
524,examined spike visitor behavior,0.2,0.2,0.2,0.2,0.2,Neutral
525,yearlong engages nano,0.2,0.2,0.2,0.2,0.2,Neutral
526,new enhance electrical,0.2,0.2,0.2,0.2,0.2,Neutral
527,new developed identify vocal nodules,0.2,0.2,0.2,0.2,0.2,Neutral
528,even ive looked probably point i look new,0.2,0.2,0.2,0.2,0.2,Neutral
529,check helping make stem accessible c,0.2,0.2,0.2,0.2,0.2,Neutral
530,green building stands tallest also taller,0.495625,0.215000,0.221250,0.220625,0.220625,Happiness
531,labscale help understand interstellar,0.2,0.2,0.2,0.2,0.2,Neutral
532,operating autonomous brooklyn navy,0.2,0.2,0.2,0.2,0.2,Neutral
533,emerging rna splicing,0.2,0.2,0.2,0.2,0.2,Neutral
534,bloodbrain barrier,0.2,0.2,0.2,0.2,0.2,Neutral
535,aims update prepare,0.2,0.2,0.2,0.2,0.2,Neutral
536,brooke seeks prepare formerly incarcerated highskilled,0.2,0.2,0.2,0.2,0.2,Neutral
537,pricing demand driving also generating tha,0.2,0.2,0.2,0.2,0.2,Neutral
538,honored alumni named,0.072109,0.033438,0.031094,0.032188,0.029687,Happiness
539,spinout autonomous makes selfdriving,0.2,0.2,0.2,0.2,0.2,Neutral
540,hope right enroll clinical speed,1.017500,0.275000,0.330000,0.337500,0.275000,Happiness
541,used elevate reduce tearing,0.2,0.2,0.2,0.2,0.2,Neutral
542,mostly humans evolving together says see,0.2,0.2,0.2,0.2,0.2,Neutral
543,developed wearable keep cool cooling,0.2,0.2,0.2,0.2,0.2,Neutral
544,seen clear,0.2,0.2,0.2,0.2,0.2,Neutral
545,crystal staircaselike repeating,0.2,0.2,0.2,0.2,0.2,Neutral
546,new shows proteins liquidlike genome appear boost,0.2,0.2,0.2,0.2,0.2,Neutral
547,new provides look meet climate maintaining economic,0.2,0.2,0.2,0.2,0.2,Neutral
548,archival let appreciate pioneering ellen swallow,0.2,0.2,0.2,0.2,0.2,Neutral
549,brought lima pan american read,0.2,0.2,0.2,0.2,0.2,Neutral
550,awarded special fundamental w,0.2,0.2,0.2,0.2,0.2,Neutral
551,stephanie inspired wellen shakespear sol,1.012500,0.295000,0.310000,0.295000,0.272500,Happiness
552,released comprehensive,0.2,0.2,0.2,0.2,0.2,Neutral
553,does finds partisan bigger,0.2,0.2,0.2,0.2,0.2,Neutral
554,improved prevent nearly premature,0.2,0.2,0.2,0.2,0.2,Neutral
555,wanted know long takes say moose walking dont,0.2,0.2,0.2,0.2,0.2,Neutral
556,librarian womenmit good editing,0.552500,0.146250,0.151250,0.142500,0.141250,Happiness
557,lab actually start use traditional,0.2,0.2,0.2,0.2,0.2,Neutral
558,pick keep,0.2,0.2,0.2,0.2,0.2,Neutral
559,astrophysical reproduced,0.2,0.2,0.2,0.2,0.2,Neutral
560,planetary orbiting unusually quiet ideal future,1.125000,0.710000,0.890000,1.060000,0.595000,Happiness
561,new uses learning customize make,0.552502,0.302501,0.295001,0.320001,0.292501,Happiness
562,wonderful touring cambridge,0.402500,0.151250,0.200000,0.172500,0.148750,Happiness
563,aims make existing industrial cheaper,0.2,0.2,0.2,0.2,0.2,Neutral
564,following current,0.2,0.2,0.2,0.2,0.2,Neutral
565,automating artificial medical laborious annotating,0.2,0.2,0.2,0.2,0.2,Neutral
566,warm prof emeritus special,0.2,0.2,0.2,0.2,0.2,Neutral
567,high middle completed works,0.2,0.2,0.2,0.2,0.2,Neutral
568,popular eecs design cloudconnected,0.2,0.2,0.2,0.2,0.2,Neutral
569,design human asked answered see,1.175000,0.710000,0.750000,0.675000,0.555000,Happiness
570,discusses steady used cater,0.2,0.2,0.2,0.2,0.2,Neutral
571,finding novel practical,0.2,0.2,0.2,0.2,0.2,Neutral
572,brooke seeks prepare highskilled theyve,0.2,0.2,0.2,0.2,0.2,Neutral
573,important says mathematician seems made,0.2,0.2,0.2,0.2,0.2,Neutral
574,learning explores promise applying artificial,0.000002,0.000001,0.000001,0.000001,0.000001,Happiness
575,anomalous point standard,0.2,0.2,0.2,0.2,0.2,Neutral
576,dome blue friday,0.662500,0.360000,0.355000,0.690000,0.320000,Sadness
577,teach alienated also means inspiring empathy future assoc prof,0.645000,0.735000,1.210000,0.640000,0.845000,Fear
578,historian discusses work green,0.391250,0.137500,0.133750,0.146250,0.142500,Happiness
579,speeding,0.2,0.2,0.2,0.2,0.2,Neutral
580,predicts cognitive due,0.2,0.2,0.2,0.2,0.2,Neutral
581,live symposium watching,1.000000,0.625000,0.710000,0.690000,0.645000,Happiness
582,noninvasive benefit kidney disease congestive,0.2,0.2,0.2,0.2,0.2,Neutral
583,functional heather helps adapt new,0.2,0.2,0.2,0.2,0.2,Neutral
584,et mit explored engaged creating new wit,1.965000,0.680000,0.850000,0.620000,0.602500,Happiness
585,including kamal trained neural robots identify small,0.2,0.2,0.2,0.2,0.2,Neutral
586,developed helps explain key,0.131875,0.083125,0.078125,0.076250,0.070625,Happiness
587,coled shows move away fossil mean,0.2,0.2,0.2,0.2,0.2,Neutral
588,lowering breaking,0.2,0.2,0.2,0.2,0.2,Neutral
589,helps augment rather automating away,0.2,0.2,0.2,0.2,0.2,Neutral
590,automated detect early potentially lifethreatening,0.2,0.2,0.2,0.2,0.2,Neutral
591,best everyday just add says,0.2,0.2,0.2,0.2,0.2,Neutral
592,website major facts globa,0.2,0.2,0.2,0.2,0.2,Neutral
593,interested peaceful says,0.397500,0.177500,0.186250,0.173750,0.162500,Happiness
594,high participating,0.2,0.2,0.2,0.2,0.2,Neutral
595,chinas extend,0.2,0.2,0.2,0.2,0.2,Neutral
596,left graduate khurram developing,0.265000,0.070625,0.135625,0.112500,0.069375,Happiness
597,makes great faculty appreciative,0.2,0.2,0.2,0.2,0.2,Neutral
598,new studentled seeks,0.2,0.2,0.2,0.2,0.2,Neutral
599,listen high participating,0.2,0.2,0.2,0.2,0.2,Neutral
600,code even view,0.2,0.2,0.2,0.2,0.2,Neutral
601,holbrow streaming learning,0.000001,0.000000,0.000000,0.000000,0.000000,Happiness
602,new make easier remove,0.2,0.2,0.2,0.2,0.2,Neutral
603,new nearby including,0.2,0.2,0.2,0.2,0.2,Neutral
604,finds online closely predict key lieu,0.065937,0.041563,0.039062,0.038125,0.035312,Happiness
605,better late never takes important just short graduating left,0.2,0.2,0.2,0.2,0.2,Neutral
606,makes better luke,0.2,0.2,0.2,0.2,0.2,Neutral
607,advanced functional workshop held jointly affoa industrial new develops,0.2,0.2,0.2,0.2,0.2,Neutral
608,daniel rothman weighed next moonshot,0.2,0.2,0.2,0.2,0.2,Neutral
609,prime netherlands tours dutch institute focused,0.2,0.2,0.2,0.2,0.2,Neutral
